Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-16 15:34:13,2024-01-16 15:37:17,3m - 4.249s,ERROR
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-16 15:34:13,2024-01-16 15:34:23,9.653s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-16 15:34:14,2024-01-16 15:34:14,0.001s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-16 15:34:14,2024-01-16 15:34:14,0.000s,PASSED
switch (role),Firefox 121.0,,,2024-01-16 15:34:14,2024-01-16 15:34:15,0.967s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-16 15:34:15,2024-01-16 15:34:20,5.039s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-16 15:34:20,2024-01-16 15:34:21,0.920s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-16 15:34:21,2024-01-16 15:34:21,0.056s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), ""20111907"")",Firefox 121.0,,,2024-01-16 15:34:21,2024-01-16 15:34:22,0.761s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-16 15:34:22,2024-01-16 15:34:22,0.749s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-16 15:34:22,2024-01-16 15:34:23,0.695s,PASSED
,,,,,,,
Test Cases/me corp/Transaction-AppBaru-InputData-inisiasi,Firefox 121.0,,,2024-01-16 15:34:23,2024-01-16 15:35:49,1m - 26.101s,PASSED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-16 15:34:24,2024-01-16 15:34:24,0.082s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-16 15:34:24,2024-01-16 15:34:24,0.013s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-16 15:34:24,2024-01-16 15:34:24,0.001s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-16 15:34:24,2024-01-16 15:34:24,0.002s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-16 15:34:24,2024-01-16 15:34:25,0.563s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-16 15:34:25,2024-01-16 15:34:25,0.592s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-16 15:34:25,2024-01-16 15:34:26,0.677s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-16 15:34:26,2024-01-16 15:34:26,0.000s,PASSED
else,Firefox 121.0,,,2024-01-16 15:34:26,2024-01-16 15:34:27,0.558s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Firefox 121.0,,,2024-01-16 15:34:27,2024-01-16 15:34:27,0.555s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), badanUsaha)",Firefox 121.0,,,2024-01-16 15:34:27,2024-01-16 15:34:28,0.666s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-input-badan-usaha.png"")",Firefox 121.0,,,2024-01-16 15:34:28,2024-01-16 15:34:28,0.448s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Firefox 121.0,,,2024-01-16 15:34:28,2024-01-16 15:34:29,0.572s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-page-sebelum-input-capture.png"")",Firefox 121.0,,,2024-01-16 15:34:29,2024-01-16 15:34:29,0.447s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_npwp""))",Firefox 121.0,,,2024-01-16 15:34:29,2024-01-16 15:34:30,0.578s,PASSED
npwpPath = userDir + pathNPWP,Firefox 121.0,,,2024-01-16 15:34:30,2024-01-16 15:34:30,0.001s,PASSED
siupPath = userDir + pathSIUP,Firefox 121.0,,,2024-01-16 15:34:30,2024-01-16 15:34:30,0.001s,PASSED
tdpPath = userDir + pathTDP,Firefox 121.0,,,2024-01-16 15:34:30,2024-01-16 15:34:30,0.001s,PASSED
"npwpPath = npwpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-16 15:34:30,2024-01-16 15:34:30,0.001s,PASSED
"siupPath = siupPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-16 15:34:30,2024-01-16 15:34:30,0.000s,PASSED
"tdpPath = tdpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-16 15:34:30,2024-01-16 15:34:30,0.002s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), npwpPath)",Firefox 121.0,,,2024-01-16 15:34:30,2024-01-16 15:34:32,2.068s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_NPWP""), 0)",Firefox 121.0,,,2024-01-16 15:34:32,2024-01-16 15:34:57,24.819s,PASSED
npwpTemp = nanoTime().toString(),Firefox 121.0,,,2024-01-16 15:34:57,2024-01-16 15:34:57,0.008s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_NPWP No fix""), npwpTemp)",Firefox 121.0,,,2024-01-16 15:34:57,2024-01-16 15:34:57,0.676s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_Name fix""), nama)",Firefox 121.0,,,2024-01-16 15:34:57,2024-01-16 15:34:58,0.767s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_siupfix""))",Firefox 121.0,,,2024-01-16 15:34:58,2024-01-16 15:34:59,0.702s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), siupPath)",Firefox 121.0,,,2024-01-16 15:34:59,2024-01-16 15:35:01,2.206s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_TDP""))",Firefox 121.0,,,2024-01-16 15:35:01,2024-01-16 15:35:02,1.359s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), tdpPath)",Firefox 121.0,,,2024-01-16 15:35:02,2024-01-16 15:35:04,1.582s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-Capture-npwp-siup-tdp.png"")",Firefox 121.0,,,2024-01-16 15:35:04,2024-01-16 15:35:05,0.702s,PASSED
"if (isPerubahanData == ""ya"")",Firefox 121.0,,,2024-01-16 15:35:05,2024-01-16 15:35:05,0.000s,PASSED
else,Firefox 121.0,,,2024-01-16 15:35:05,2024-01-16 15:35:05,0.683s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-Memilih-Radio-Button-Perubahan-Data.png"")",Firefox 121.0,,,2024-01-16 15:35:05,2024-01-16 15:35:06,0.496s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Prosesfix""))",Firefox 121.0,,,2024-01-16 15:35:06,2024-01-16 15:35:06,0.546s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/AplikasiBaruMatching""), 300)",Firefox 121.0,,,2024-01-16 15:35:06,2024-01-16 15:35:37,30.193s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-Masuk-aplikasi-matching.png"")",Firefox 121.0,,,2024-01-16 15:35:37,2024-01-16 15:35:37,0.568s,PASSED
"click(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/a_In Process""))",Firefox 121.0,,,2024-01-16 15:35:37,2024-01-16 15:35:39,1.342s,PASSED
"click(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/a_Blacklist""))",Firefox 121.0,,,2024-01-16 15:35:39,2024-01-16 15:35:39,0.780s,PASSED
"click(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/a_Rejectlist""))",Firefox 121.0,,,2024-01-16 15:35:39,2024-01-16 15:35:40,0.560s,PASSED
delay(3),Firefox 121.0,,,2024-01-16 15:35:40,2024-01-16 15:35:43,3.004s,PASSED
"click(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_OK""))",Firefox 121.0,,,2024-01-16 15:35:43,2024-01-16 15:35:43,0.560s,PASSED
"click(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Ya""))",Firefox 121.0,,,2024-01-16 15:35:43,2024-01-16 15:35:45,1.437s,PASSED
delay(3),Firefox 121.0,,,2024-01-16 15:35:45,2024-01-16 15:35:48,3.017s,PASSED
"takeFullPageScreenshotAsCheckpoint(userDir + sprint4WebScreenshootPath + ""scenario-1-Berhasil-dilakukan-inisiasi-konsumen-baru.png"")",Firefox 121.0,,,2024-01-16 15:35:48,2024-01-16 15:35:49,1.300s,PASSED
,,,,,,,
Test Cases/me corp/Transaction-AppPending-InputData-data-entry,Firefox 121.0,,,2024-01-16 15:35:49,2024-01-16 15:35:50,1.153s,ERROR
,,,,,,,
Test Cases/me corp/Transaction-AppPending-InputData-corporateLoan,Firefox 121.0,,,2024-01-16 15:35:50,2024-01-16 15:36:40,49.776s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-16 15:35:51,2024-01-16 15:35:51,0.000s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-16 15:35:51,2024-01-16 15:35:51,0.000s,PASSED
"click(findTestObject(""ME_AppPending/span_Collateral dan Loan""))",Firefox 121.0,,,2024-01-16 15:35:51,2024-01-16 15:36:04,12.693s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + ""scenario-1-masuk-menu-collateral-dan-loan.png"")",Firefox 121.0,,,2024-01-16 15:36:04,2024-01-16 15:36:05,1.309s,PASSED
"click(findTestObject(""ME_CollateralandLoan_information/li_Information""))",Firefox 121.0,,,2024-01-16 15:36:05,2024-01-16 15:36:06,0.615s,PASSED
"click(findTestObject(""ME_CollateralandLoan_information/input_jenispengajuan1""), OPTIONAL)",Firefox 121.0,,,2024-01-16 15:36:06,2024-01-16 15:36:06,0.652s,PASSED
"setText(findTestObject(""ME_CollateralandLoan_information/input_jenispengajuan1""), information_jenisPengajuan, OPTIONAL)",Firefox 121.0,,,2024-01-16 15:36:06,2024-01-16 15:36:07,0.409s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + ""scenario-1-input-jenis-pengajuan.png"")",Firefox 121.0,,,2024-01-16 15:36:07,2024-01-16 15:36:08,1.242s,PASSED
"click(findTestObject(""ME_CollateralandLoan_information/div_Mobil Bekas""))",Firefox 121.0,,,2024-01-16 15:36:08,2024-01-16 15:36:09,0.666s,PASSED
"click(findTestObject(""ME_CollateralandLoan_information/input_tujuankredit""), OPTIONAL)",Firefox 121.0,,,2024-01-16 15:36:09,2024-01-16 15:36:09,0.652s,PASSED
"setText(findTestObject(""ME_CollateralandLoan_information/input_tujuankredit""), information_tujuanKredit, OPTIONAL)",Firefox 121.0,,,2024-01-16 15:36:09,2024-01-16 15:36:10,0.418s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + ""scenario-1-input-tujuan-pengajuan.png"")",Firefox 121.0,,,2024-01-16 15:36:10,2024-01-16 15:36:11,1.269s,PASSED
"click(findTestObject(""ME_CollateralandLoan_information/div_Pembelian Aset""))",Firefox 121.0,,,2024-01-16 15:36:11,2024-01-16 15:36:12,0.683s,PASSED
"click(findTestObject(""ME_CollateralandLoan_information/button_Payment""))",Firefox 121.0,,,2024-01-16 15:36:12,2024-01-16 15:36:12,0.634s,PASSED
"click(findTestObject(""ME_CollateralandLoan_information/input_autodebet""))",Firefox 121.0,,,2024-01-16 15:36:12,2024-01-16 15:36:13,0.886s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + ""scenario-1-input-payment.png"")",Firefox 121.0,,,2024-01-16 15:36:13,2024-01-16 15:36:14,1.293s,PASSED
"click(findTestObject(""ME_CollateralandLoan_information/div_Auto Debet""))",Firefox 121.0,,,2024-01-16 15:36:14,2024-01-16 15:36:15,0.658s,PASSED
"setText(findTestObject(""ME_CollateralandLoan_information/input_Account No. 10 Digit_text-input-account-no""), information_accountNum)",Firefox 121.0,,,2024-01-16 15:36:15,2024-01-16 15:36:16,0.794s,PASSED
"click(findTestObject(""ME_CollateralandLoan_information/input_Account No. 10 Digit_inline-checkbox-autodebetNoRek""), OPTIONAL)",Firefox 121.0,,,2024-01-16 15:36:16,2024-01-16 15:36:17,0.674s,PASSED
"click(findTestObject(""ME_CollateralandLoan_information/Capture_rekeningautodebet""))",Firefox 121.0,,,2024-01-16 15:36:17,2024-01-16 15:36:17,0.639s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), userDir + pathfinder_npwp.replace(""/"", ""\""))",Firefox 121.0,,,2024-01-16 15:36:17,2024-01-16 15:36:19,1.521s,PASSED
"setText(findTestObject(""ME_CollateralandLoan_information/input_Account No. 10 Digit_noRekening""), information_accountNum2)",Firefox 121.0,,,2024-01-16 15:36:19,2024-01-16 15:36:20,1.517s,PASSED
"setText(findTestObject(""ME_CollateralandLoan_information/input_Cabang BCA_cabangBca""), information_cabang)",Firefox 121.0,,,2024-01-16 15:36:20,2024-01-16 15:36:21,0.821s,PASSED
"setText(findTestObject(""ME_CollateralandLoan_information/input_Nama Pemilik Rekening_form-control ng-untouched ng-pristine ng-invalid""), information_namaPemilikRek)",Firefox 121.0,,,2024-01-16 15:36:21,2024-01-16 15:36:22,0.704s,PASSED
"setText(findTestObject(""ME_CollateralandLoan_information/input_No KTP_form-control ng-untouched ng-pristine ng-invalid""), information_noKTP)",Firefox 121.0,,,2024-01-16 15:36:22,2024-01-16 15:36:23,0.942s,PASSED
