Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-09 14:41:02,2024-01-09 14:42:32,1m - 29.905s,PASSED
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-09 14:41:03,2024-01-09 14:41:13,10.537s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-09 14:41:03,2024-01-09 14:41:03,0.001s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-09 14:41:03,2024-01-09 14:41:03,0.000s,PASSED
switch (role),Firefox 121.0,,,2024-01-09 14:41:03,2024-01-09 14:41:04,1.097s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-09 14:41:04,2024-01-09 14:41:10,5.275s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-09 14:41:10,2024-01-09 14:41:11,1.307s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-09 14:41:11,2024-01-09 14:41:11,0.053s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), username)",Firefox 121.0,,,2024-01-09 14:41:11,2024-01-09 14:41:12,0.781s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-09 14:41:12,2024-01-09 14:41:13,0.780s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-09 14:41:13,2024-01-09 14:41:13,0.715s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-09 14:41:13,2024-01-09 14:42:32,1m - 18.904s,PASSED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-09 14:41:14,2024-01-09 14:41:14,0.052s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-09 14:41:14,2024-01-09 14:41:14,0.012s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-09 14:41:14,2024-01-09 14:41:14,0.001s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-09 14:41:14,2024-01-09 14:41:14,0.002s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-09 14:41:14,2024-01-09 14:41:15,0.562s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-09 14:41:15,2024-01-09 14:41:16,0.623s,PASSED
