Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,,,,2024-01-17 10:38:09,2024-01-17 10:38:18,9.366s,ERROR
,,,,,,,
Test Cases/me corp/Login,,,,2024-01-17 10:38:09,2024-01-17 10:38:13,3.745s,FAILED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,,,,2024-01-17 10:38:10,2024-01-17 10:38:10,0.002s,PASSED
"password = ""Mobile123+""",,,,2024-01-17 10:38:10,2024-01-17 10:38:10,0.001s,PASSED
switch (role),,,,2024-01-17 10:38:10,2024-01-17 10:38:10,0.940s,PASSED
"openBrowser("""")",,,,2024-01-17 10:38:10,2024-01-17 10:38:13,2.347s,FAILED
,,,,,,,
Test Cases/me corp/Transaction-AppBaru-InputData-inisiasi,,,,2024-01-17 10:38:13,2024-01-17 10:38:14,0.858s,ERROR
robot = new java.awt.Robot(),,,,2024-01-17 10:38:14,2024-01-17 10:38:14,0.042s,PASSED
driver = getWebDriver(),,,,2024-01-17 10:38:14,2024-01-17 10:38:14,0.013s,ERROR
,,,,,,,
Test Cases/me corp/Transaction-AppPending-InputData-data-entry,,,,2024-01-17 10:38:14,2024-01-17 10:38:15,1.607s,FAILED
userDir = getProjectDir(),,,,2024-01-17 10:38:15,2024-01-17 10:38:15,0.002s,PASSED
ktpDir = userDir + cobaKTP,,,,2024-01-17 10:38:15,2024-01-17 10:38:15,0.000s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,,,,2024-01-17 10:38:15,2024-01-17 10:38:15,0.000s,PASSED
"setText(findTestObject(""Object Repository/Input_Corporate/Input_Konsumen/input_SID Name_form-control ng-untouched ng-pristine ng-invalid""), konsumen_SID, OPTIONAL)",,,,2024-01-17 10:38:15,2024-01-17 10:38:15,0.185s,PASSED
"scrollToElement(findTestObject(""Object Repository/Input_Corporate/Input_Konsumen/i_Fax 2_ri-arrow-right-line""), 60, OPTIONAL)",,,,2024-01-17 10:38:15,2024-01-17 10:38:15,0.086s,PASSED
"click(findTestObject(""Object Repository/Input_Corporate/Input_Konsumen/button_Surat Keterangan Domisili""), OPTIONAL)",,,,2024-01-17 10:38:15,2024-01-17 10:38:15,0.086s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + ""scenario-1-masuk-submenu-surat-keterangan-domisili.png"")",,,,2024-01-17 10:38:15,2024-01-17 10:38:15,0.023s,FAILED
,,,,,,,
Test Cases/me corp/Transaction-AppPending-InputData-corporateLoan,,,,2024-01-17 10:38:15,2024-01-17 10:38:16,0.932s,FAILED
userDir = getProjectDir(),,,,2024-01-17 10:38:16,2024-01-17 10:38:16,0.001s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,,,,2024-01-17 10:38:16,2024-01-17 10:38:16,0.000s,PASSED
"click(findTestObject(""ME_AppPending/span_Collateral dan Loan""))",,,,2024-01-17 10:38:16,2024-01-17 10:38:16,0.092s,FAILED
,,,,,,,
Test Cases/me corp/Transaction-AppPending-InputData-Vehicle,,,,2024-01-17 10:38:16,2024-01-17 10:38:18,1.803s,FAILED
userDir = getProjectDir(),,,,2024-01-17 10:38:18,2024-01-17 10:38:18,0.001s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,,,,2024-01-17 10:38:18,2024-01-17 10:38:18,0.000s,PASSED
"scrollToPosition(0, 130)",,,,2024-01-17 10:38:18,2024-01-17 10:38:18,0.024s,FAILED
