Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-09 16:18:36,2024-01-09 16:19:36,1m - 0.626s,FAILED
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-09 16:18:36,2024-01-09 16:18:46,10.372s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-09 16:18:37,2024-01-09 16:18:37,0.001s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-09 16:18:37,2024-01-09 16:18:37,0.000s,PASSED
switch (role),Firefox 121.0,,,2024-01-09 16:18:37,2024-01-09 16:18:38,1.155s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-09 16:18:38,2024-01-09 16:18:43,5.267s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-09 16:18:43,2024-01-09 16:18:44,1.059s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-09 16:18:44,2024-01-09 16:18:44,0.058s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), username)",Firefox 121.0,,,2024-01-09 16:18:44,2024-01-09 16:18:45,0.794s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-09 16:18:45,2024-01-09 16:18:46,0.766s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-09 16:18:46,2024-01-09 16:18:46,0.732s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-09 16:18:46,2024-01-09 16:19:36,49.777s,FAILED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-09 16:18:48,2024-01-09 16:18:48,0.063s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-09 16:18:48,2024-01-09 16:18:48,0.017s,PASSED
