Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Aplikasi Baru,Chrome 121.0.0.0,,,20-02-2024 11:21:38,20-02-2024 11:24:55,3m - 17.367s,PASSED
,,,,,,,
Test Cases/me corp - aline/Login,Chrome 121.0.0.0,,,20-02-2024 11:21:38,20-02-2024 11:21:46,7.964s,PASSED
switch (role),Chrome 121.0.0.0,,,20-02-2024 11:21:39,20-02-2024 11:21:39,0.007s,PASSED
openBrowser(ME_url),Chrome 121.0.0.0,,,20-02-2024 11:21:39,20-02-2024 11:21:42,3.340s,PASSED
maximizeWindow(),Chrome 121.0.0.0,,,20-02-2024 11:21:42,20-02-2024 11:21:42,0.135s,PASSED
"setText(findTestObject(""Object Repository/xpath_dynamic"", [""xpath"":""//form//input[@formcontrolname='username']""]), AHUUsername)",Chrome 121.0.0.0,,,20-02-2024 11:21:42,20-02-2024 11:21:43,0.832s,PASSED
"setText(findTestObject(""Object Repository/xpath_dynamic"", [""xpath"":""//form//input[@formcontrolname='password']""]), password)",Chrome 121.0.0.0,,,20-02-2024 11:21:43,20-02-2024 11:21:44,0.788s,PASSED
"click(findTestObject(""Object Repository/xpath_dynamic"", [""xpath"":""//form//button[@type='submit']""]))",Chrome 121.0.0.0,,,20-02-2024 11:21:44,20-02-2024 11:21:44,0.469s,PASSED
"click(findTestObject(""Object Repository/xpath_dynamic"", [""xpath"":""//ul/li[@id='menu0']""]))",Chrome 121.0.0.0,,,20-02-2024 11:21:44,20-02-2024 11:21:46,1.521s,PASSED
"click(findTestObject(""Object Repository/xpath_dynamic"", [""xpath"":""//*[@id='sidebar']//a[@href='/aplikasi-baru']""]))",Chrome 121.0.0.0,,,20-02-2024 11:21:46,20-02-2024 11:21:46,0.473s,PASSED
,,,,,,,
Test Cases/me corp - aline/Transaction/AplikasiBaru,Chrome 121.0.0.0,,,20-02-2024 11:21:46,20-02-2024 11:22:09,22.999s,PASSED
robot = new java.awt.Robot(),Chrome 121.0.0.0,,,20-02-2024 11:21:47,20-02-2024 11:21:47,0.171s,PASSED
npwp = NPWPGenerator.generateIncrementingNPWP(),Chrome 121.0.0.0,,,20-02-2024 11:21:47,20-02-2024 11:21:47,0.051s,PASSED
driver = getWebDriver(),Chrome 121.0.0.0,,,20-02-2024 11:21:47,20-02-2024 11:21:47,0.012s,PASSED
userDir = getProjectDir(),Chrome 121.0.0.0,,,20-02-2024 11:21:47,20-02-2024 11:21:47,0.003s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Chrome 121.0.0.0,,,20-02-2024 11:21:47,20-02-2024 11:21:47,0.003s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Chrome 121.0.0.0,,,20-02-2024 11:21:47,20-02-2024 11:21:47,0.389s,PASSED
"click(findTestObject(""Object Repository/xpath_dynamic"", [""xpath"":""//form//ng-select[@formcontrolname='businessType']""]))",Chrome 121.0.0.0,,,20-02-2024 11:21:47,20-02-2024 11:21:48,0.377s,PASSED
"click(findTestObject(""Object Repository/xpath_dynamic"", [""xpath""://form//*[text()='$badanUsaha']]))",Chrome 121.0.0.0,,,20-02-2024 11:21:48,20-02-2024 11:21:48,0.569s,PASSED
"npwpPath = pathfinder_npwp.replace(""/"", ""\"")",Chrome 121.0.0.0,,,20-02-2024 11:21:48,20-02-2024 11:21:48,0.010s,PASSED
"siupPath = pathfinder_siup.replace(""/"", ""\"")",Chrome 121.0.0.0,,,20-02-2024 11:21:48,20-02-2024 11:21:48,0.003s,PASSED
