Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-09 15:45:42,2024-01-09 15:47:15,1m - 33.104s,FAILED
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-09 15:45:42,2024-01-09 15:45:52,10.029s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-09 15:45:42,2024-01-09 15:45:42,0.002s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-09 15:45:42,2024-01-09 15:45:42,0.001s,PASSED
switch (role),Firefox 121.0,,,2024-01-09 15:45:42,2024-01-09 15:45:44,1.061s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-09 15:45:44,2024-01-09 15:45:49,5.023s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-09 15:45:49,2024-01-09 15:45:50,1.116s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-09 15:45:50,2024-01-09 15:45:50,0.041s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), username)",Firefox 121.0,,,2024-01-09 15:45:50,2024-01-09 15:45:50,0.798s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-09 15:45:50,2024-01-09 15:45:51,0.760s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-09 15:45:51,2024-01-09 15:45:52,0.719s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-09 15:45:52,2024-01-09 15:47:15,1m - 22.623s,FAILED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-09 15:45:53,2024-01-09 15:45:53,0.072s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-09 15:45:53,2024-01-09 15:45:53,0.017s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-09 15:45:53,2024-01-09 15:45:53,0.002s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-09 15:45:53,2024-01-09 15:45:53,0.002s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-09 15:45:53,2024-01-09 15:45:54,0.599s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-09 15:45:54,2024-01-09 15:45:54,0.646s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-09 15:45:54,2024-01-09 15:45:55,0.833s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-09 15:45:55,2024-01-09 15:45:56,0.605s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Firefox 121.0,,,2024-01-09 15:45:56,2024-01-09 15:45:56,0.605s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), ""Perseroan Terbatas"")",Firefox 121.0,,,2024-01-09 15:45:56,2024-01-09 15:45:57,0.712s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-input-badan-usaha.png"")",Firefox 121.0,,,2024-01-09 15:45:57,2024-01-09 15:45:58,0.488s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Firefox 121.0,,,2024-01-09 15:45:58,2024-01-09 15:45:58,0.590s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-page-sebelum-input-capture.png"")",Firefox 121.0,,,2024-01-09 15:45:58,2024-01-09 15:45:59,0.530s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_npwp""))",Firefox 121.0,,,2024-01-09 15:45:59,2024-01-09 15:45:59,0.592s,PASSED
npwpPath = userDir + pathNPWP,Firefox 121.0,,,2024-01-09 15:45:59,2024-01-09 15:45:59,0.001s,PASSED
siupPath = userDir + pathSIUP,Firefox 121.0,,,2024-01-09 15:45:59,2024-01-09 15:45:59,0.001s,PASSED
tdpPath = userDir + pathTDP,Firefox 121.0,,,2024-01-09 15:45:59,2024-01-09 15:45:59,0.001s,PASSED
"npwpPath = npwpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 15:45:59,2024-01-09 15:45:59,0.002s,PASSED
"siupPath = siupPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 15:45:59,2024-01-09 15:45:59,0.001s,PASSED
"tdpPath = tdpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 15:45:59,2024-01-09 15:45:59,0.000s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), npwpPath)",Firefox 121.0,,,2024-01-09 15:45:59,2024-01-09 15:46:01,2.040s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_NPWP""), 0)",Firefox 121.0,,,2024-01-09 15:46:01,2024-01-09 15:46:32,30.481s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_NPWP No fix""), npwp)",Firefox 121.0,,,2024-01-09 15:46:32,2024-01-09 15:46:39,7.441s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_Name fix""), nama)",Firefox 121.0,,,2024-01-09 15:46:39,2024-01-09 15:46:40,0.779s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""data-telah-dimasukan-npwp.png"")",Firefox 121.0,,,2024-01-09 15:46:40,2024-01-09 15:46:41,0.537s,PASSED
