Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-10 10:38:37,2024-01-10 10:39:46,1m - 8.480s,PASSED
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-10 10:38:38,2024-01-10 10:38:49,10.886s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-10 10:38:38,2024-01-10 10:38:38,0.002s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-10 10:38:38,2024-01-10 10:38:38,0.001s,PASSED
switch (role),Firefox 121.0,,,2024-01-10 10:38:38,2024-01-10 10:38:40,1.149s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-10 10:38:40,2024-01-10 10:38:45,5.364s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-10 10:38:45,2024-01-10 10:38:46,1.531s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-10 10:38:46,2024-01-10 10:38:47,0.048s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), username)",Firefox 121.0,,,2024-01-10 10:38:47,2024-01-10 10:38:47,0.770s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-10 10:38:47,2024-01-10 10:38:48,0.758s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-10 10:38:48,2024-01-10 10:38:49,0.698s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-10 10:38:49,2024-01-10 10:39:46,57.176s,PASSED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-10 10:38:50,2024-01-10 10:38:50,0.058s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-10 10:38:50,2024-01-10 10:38:50,0.013s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-10 10:38:50,2024-01-10 10:38:50,0.002s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-10 10:38:50,2024-01-10 10:38:50,0.002s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-10 10:38:50,2024-01-10 10:38:50,0.566s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-10 10:38:50,2024-01-10 10:38:51,0.636s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-10 10:38:51,2024-01-10 10:38:52,0.742s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-10 10:38:52,2024-01-10 10:38:52,0.000s,PASSED
else,Firefox 121.0,,,2024-01-10 10:38:52,2024-01-10 10:38:52,0.566s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Firefox 121.0,,,2024-01-10 10:38:52,2024-01-10 10:38:53,0.561s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), badanUsaha)",Firefox 121.0,,,2024-01-10 10:38:53,2024-01-10 10:38:54,0.658s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-input-badan-usaha.png"")",Firefox 121.0,,,2024-01-10 10:38:54,2024-01-10 10:38:54,0.517s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Firefox 121.0,,,2024-01-10 10:38:54,2024-01-10 10:38:55,0.600s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-page-sebelum-input-capture.png"")",Firefox 121.0,,,2024-01-10 10:38:55,2024-01-10 10:38:55,0.475s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_npwp""))",Firefox 121.0,,,2024-01-10 10:38:55,2024-01-10 10:38:56,0.586s,PASSED
npwpPath = userDir + pathNPWP,Firefox 121.0,,,2024-01-10 10:38:56,2024-01-10 10:38:56,0.001s,PASSED
siupPath = userDir + pathSIUP,Firefox 121.0,,,2024-01-10 10:38:56,2024-01-10 10:38:56,0.001s,PASSED
tdpPath = userDir + pathTDP,Firefox 121.0,,,2024-01-10 10:38:56,2024-01-10 10:38:56,0.001s,PASSED
"npwpPath = npwpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-10 10:38:56,2024-01-10 10:38:56,0.002s,PASSED
"siupPath = siupPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-10 10:38:56,2024-01-10 10:38:56,0.000s,PASSED
"tdpPath = tdpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-10 10:38:56,2024-01-10 10:38:56,0.001s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), npwpPath)",Firefox 121.0,,,2024-01-10 10:38:56,2024-01-10 10:38:58,2.022s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_NPWP""), 0)",Firefox 121.0,,,2024-01-10 10:38:58,2024-01-10 10:39:21,23.482s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_NPWP No fix""), npwp)",Firefox 121.0,,,2024-01-10 10:39:21,2024-01-10 10:39:22,0.691s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_Name fix""), nama)",Firefox 121.0,,,2024-01-10 10:39:22,2024-01-10 10:39:23,0.777s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_siupfix""))",Firefox 121.0,,,2024-01-10 10:39:23,2024-01-10 10:39:23,0.709s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), siupPath)",Firefox 121.0,,,2024-01-10 10:39:23,2024-01-10 10:39:26,2.104s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_TDP""))",Firefox 121.0,,,2024-01-10 10:39:26,2024-01-10 10:39:27,1.458s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), tdpPath)",Firefox 121.0,,,2024-01-10 10:39:27,2024-01-10 10:39:29,1.715s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-Capture-npwp-siup-tdp.png"")",Firefox 121.0,,,2024-01-10 10:39:29,2024-01-10 10:39:30,0.854s,PASSED
"if (isPerubahanData == ""ya"")",Firefox 121.0,,,2024-01-10 10:39:30,2024-01-10 10:39:30,0.000s,PASSED
else,Firefox 121.0,,,2024-01-10 10:39:30,2024-01-10 10:39:30,0.679s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-Memilih-Radio-Button-Perubahan-Data.png"")",Firefox 121.0,,,2024-01-10 10:39:30,2024-01-10 10:39:31,0.519s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Prosesfix""))",Firefox 121.0,,,2024-01-10 10:39:31,2024-01-10 10:39:31,0.553s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/AplikasiBaruMatching""), 300)",Firefox 121.0,,,2024-01-10 10:39:31,2024-01-10 10:39:34,2.677s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-Masuk-aplikasi-matching.png"")",Firefox 121.0,,,2024-01-10 10:39:34,2024-01-10 10:39:35,0.563s,PASSED
"click(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/a_In Process""))",Firefox 121.0,,,2024-01-10 10:39:35,2024-01-10 10:39:35,0.650s,PASSED
"click(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/a_Blacklist""))",Firefox 121.0,,,2024-01-10 10:39:35,2024-01-10 10:39:36,0.700s,PASSED
"click(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/a_Rejectlist""))",Firefox 121.0,,,2024-01-10 10:39:36,2024-01-10 10:39:36,0.589s,PASSED
delay(3),Firefox 121.0,,,2024-01-10 10:39:36,2024-01-10 10:39:40,3.013s,PASSED
"click(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_OK""))",Firefox 121.0,,,2024-01-10 10:39:40,2024-01-10 10:39:40,0.545s,PASSED
"click(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Ya""))",Firefox 121.0,,,2024-01-10 10:39:40,2024-01-10 10:39:42,1.452s,PASSED
delay(3),Firefox 121.0,,,2024-01-10 10:39:42,2024-01-10 10:39:45,3.007s,PASSED
"takeFullPageScreenshotAsCheckpoint(userDir + sprint4WebScreenshootPath + ""scenario-1-Berhasil-dilakukan-inisiasi-konsumen-baru.png"")",Firefox 121.0,,,2024-01-10 10:39:45,2024-01-10 10:39:46,1.413s,PASSED
