Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-09 16:04:39,2024-01-09 16:05:48,1m - 8.440s,FAILED
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-09 16:04:40,2024-01-09 16:04:50,10.293s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-09 16:04:40,2024-01-09 16:04:40,0.002s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-09 16:04:40,2024-01-09 16:04:40,0.001s,PASSED
switch (role),Firefox 121.0,,,2024-01-09 16:04:40,2024-01-09 16:04:41,1.174s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-09 16:04:41,2024-01-09 16:04:47,5.334s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-09 16:04:47,2024-01-09 16:04:48,0.921s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-09 16:04:48,2024-01-09 16:04:48,0.061s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), username)",Firefox 121.0,,,2024-01-09 16:04:48,2024-01-09 16:04:49,0.805s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-09 16:04:49,2024-01-09 16:04:49,0.768s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-09 16:04:49,2024-01-09 16:04:50,0.703s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-09 16:04:50,2024-01-09 16:05:48,57.669s,FAILED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-09 16:04:51,2024-01-09 16:04:51,0.062s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-09 16:04:51,2024-01-09 16:04:51,0.013s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-09 16:04:51,2024-01-09 16:04:51,0.001s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-09 16:04:51,2024-01-09 16:04:51,0.002s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-09 16:04:51,2024-01-09 16:04:52,0.573s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-09 16:04:52,2024-01-09 16:04:52,0.651s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-09 16:04:52,2024-01-09 16:04:53,0.608s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-09 16:04:53,2024-01-09 16:04:54,0.569s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Firefox 121.0,,,2024-01-09 16:04:54,2024-01-09 16:04:54,0.574s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), ""Perseroan Terbatas"")",Firefox 121.0,,,2024-01-09 16:04:54,2024-01-09 16:04:55,0.671s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-input-badan-usaha.png"")",Firefox 121.0,,,2024-01-09 16:04:55,2024-01-09 16:04:55,0.506s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Firefox 121.0,,,2024-01-09 16:04:55,2024-01-09 16:04:56,0.597s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-page-sebelum-input-capture.png"")",Firefox 121.0,,,2024-01-09 16:04:56,2024-01-09 16:04:56,0.450s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_npwp""))",Firefox 121.0,,,2024-01-09 16:04:56,2024-01-09 16:04:57,0.576s,PASSED
npwpPath = userDir + pathNPWP,Firefox 121.0,,,2024-01-09 16:04:57,2024-01-09 16:04:57,0.000s,PASSED
siupPath = userDir + pathSIUP,Firefox 121.0,,,2024-01-09 16:04:57,2024-01-09 16:04:57,0.000s,PASSED
tdpPath = userDir + pathTDP,Firefox 121.0,,,2024-01-09 16:04:57,2024-01-09 16:04:57,0.001s,PASSED
"npwpPath = npwpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 16:04:57,2024-01-09 16:04:57,0.003s,PASSED
