Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-09 16:26:10,2024-01-09 16:27:11,1m - 0.881s,FAILED
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-09 16:26:11,2024-01-09 16:26:20,9.883s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-09 16:26:11,2024-01-09 16:26:11,0.002s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-09 16:26:11,2024-01-09 16:26:11,0.000s,PASSED
switch (role),Firefox 121.0,,,2024-01-09 16:26:11,2024-01-09 16:26:12,1.099s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-09 16:26:12,2024-01-09 16:26:17,4.840s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-09 16:26:17,2024-01-09 16:26:18,1.065s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-09 16:26:18,2024-01-09 16:26:18,0.050s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), username)",Firefox 121.0,,,2024-01-09 16:26:18,2024-01-09 16:26:19,0.836s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-09 16:26:19,2024-01-09 16:26:20,0.698s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-09 16:26:20,2024-01-09 16:26:20,0.762s,PASSED
,,,,,,,
Test Cases/me corp/inisiasi,Firefox 121.0,,,2024-01-09 16:26:20,2024-01-09 16:27:11,50.545s,FAILED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-09 16:26:22,2024-01-09 16:26:22,0.062s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-09 16:26:22,2024-01-09 16:26:22,0.019s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-09 16:26:22,2024-01-09 16:26:22,0.001s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-09 16:26:22,2024-01-09 16:26:22,0.002s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-09 16:26:22,2024-01-09 16:26:23,0.600s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-09 16:26:23,2024-01-09 16:26:23,0.636s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-09 16:26:23,2024-01-09 16:26:24,0.819s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-09 16:26:24,2024-01-09 16:26:25,0.591s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Firefox 121.0,,,2024-01-09 16:26:25,2024-01-09 16:26:25,0.576s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), ""Perseroan Terbatas"")",Firefox 121.0,,,2024-01-09 16:26:25,2024-01-09 16:26:26,0.690s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-input-badan-usaha.png"")",Firefox 121.0,,,2024-01-09 16:26:26,2024-01-09 16:26:26,0.491s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Firefox 121.0,,,2024-01-09 16:26:26,2024-01-09 16:26:27,0.576s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-page-sebelum-input-capture.png"")",Firefox 121.0,,,2024-01-09 16:26:27,2024-01-09 16:26:27,0.483s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_npwp""))",Firefox 121.0,,,2024-01-09 16:26:27,2024-01-09 16:26:28,0.619s,PASSED
npwpPath = userDir + pathNPWP,Firefox 121.0,,,2024-01-09 16:26:28,2024-01-09 16:26:28,0.000s,PASSED
siupPath = userDir + pathSIUP,Firefox 121.0,,,2024-01-09 16:26:28,2024-01-09 16:26:28,0.001s,PASSED
tdpPath = userDir + pathTDP,Firefox 121.0,,,2024-01-09 16:26:28,2024-01-09 16:26:28,0.001s,PASSED
"npwpPath = npwpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 16:26:28,2024-01-09 16:26:28,0.001s,PASSED
"siupPath = siupPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 16:26:28,2024-01-09 16:26:28,0.001s,PASSED
"tdpPath = tdpPath.replace(""/"", ""\"")",Firefox 121.0,,,2024-01-09 16:26:28,2024-01-09 16:26:28,0.002s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), npwpPath)",Firefox 121.0,,,2024-01-09 16:26:28,2024-01-09 16:26:30,1.915s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_NPWP""), 0)",Firefox 121.0,,,2024-01-09 16:26:30,2024-01-09 16:26:53,23.368s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_NPWP No fix""), npwp)",Firefox 121.0,,,2024-01-09 16:26:53,2024-01-09 16:26:54,0.693s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_Name fix""), nama)",Firefox 121.0,,,2024-01-09 16:26:54,2024-01-09 16:26:55,0.698s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_siupfix""))",Firefox 121.0,,,2024-01-09 16:26:55,2024-01-09 16:26:55,0.720s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), siupPath)",Firefox 121.0,,,2024-01-09 16:26:55,2024-01-09 16:26:58,2.146s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Capture_TDP""))",Firefox 121.0,,,2024-01-09 16:26:58,2024-01-09 16:26:59,1.468s,PASSED
"popup.popup.uploadFile(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_Local File""), tdpPath)",Firefox 121.0,,,2024-01-09 16:26:59,2024-01-09 16:27:01,1.560s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-Capture-npwp-siup-tdp.png"")",Firefox 121.0,,,2024-01-09 16:27:01,2024-01-09 16:27:01,0.840s,PASSED
"if (isPerubahanData == ""ya"")",Firefox 121.0,,,2024-01-09 16:27:01,2024-01-09 16:27:01,0.001s,PASSED
else,Firefox 121.0,,,2024-01-09 16:27:01,2024-01-09 16:27:02,0.585s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-Memilih-Radio-Button-Perubahan-Data.png"")",Firefox 121.0,,,2024-01-09 16:27:02,2024-01-09 16:27:03,0.524s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Prosesfix""))",Firefox 121.0,,,2024-01-09 16:27:03,2024-01-09 16:27:03,0.598s,PASSED
"waitForElementPresent(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/AplikasiBaruMatching""), 300)",Firefox 121.0,,,2024-01-09 16:27:03,2024-01-09 16:27:07,3.769s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-Masuk-aplikasi-matching.png"")",Firefox 121.0,,,2024-01-09 16:27:07,2024-01-09 16:27:07,0.475s,PASSED
"click(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/a_Rejectlist""))",Firefox 121.0,,,2024-01-09 16:27:07,2024-01-09 16:27:08,0.595s,PASSED
"click(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/a_In Process""))",Firefox 121.0,,,2024-01-09 16:27:08,2024-01-09 16:27:09,0.794s,PASSED
"click(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/a_Blacklist""))",Firefox 121.0,,,2024-01-09 16:27:09,2024-01-09 16:27:10,1.449s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_OK""))",Firefox 121.0,,,2024-01-09 16:27:10,2024-01-09 16:27:11,0.358s,PASSED
"click(findTestObject(""Object Repository/MEApp_AppBaru_InisiasiKonsumen/Page_Mobile Entry - BCAF/button_OK""))",Firefox 121.0,,,2024-01-09 16:27:11,2024-01-09 16:27:11,0.452s,FAILED
