Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MECORP,Firefox 121.0,,,2024-01-17 17:10:09,2024-01-17 17:14:33,4m - 24.764s,ERROR
,,,,,,,
Test Cases/me corp/Login,Firefox 121.0,,,2024-01-17 17:10:09,2024-01-17 17:10:24,14.677s,PASSED
username = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Firefox 121.0,,,2024-01-17 17:10:10,2024-01-17 17:10:10,0.003s,PASSED
"password = ""Mobile123+""",Firefox 121.0,,,2024-01-17 17:10:10,2024-01-17 17:10:10,0.002s,PASSED
switch (role),Firefox 121.0,,,2024-01-17 17:10:10,2024-01-17 17:10:12,1.906s,PASSED
"openBrowser("""")",Firefox 121.0,,,2024-01-17 17:10:12,2024-01-17 17:10:20,8.065s,PASSED
navigateToUrl(ME_url),Firefox 121.0,,,2024-01-17 17:10:20,2024-01-17 17:10:22,1.375s,PASSED
maximizeWindow(),Firefox 121.0,,,2024-01-17 17:10:22,2024-01-17 17:10:22,0.066s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User ID_login""), ""20111907"")",Firefox 121.0,,,2024-01-17 17:10:22,2024-01-17 17:10:23,0.981s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input_User Password_login""), password)",Firefox 121.0,,,2024-01-17 17:10:23,2024-01-17 17:10:23,0.723s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/button_Login""))",Firefox 121.0,,,2024-01-17 17:10:23,2024-01-17 17:10:24,0.710s,PASSED
,,,,,,,
Test Cases/me corp/Transaction-AppBaru-InputData-inisiasi,Firefox 121.0,,,2024-01-17 17:10:24,2024-01-17 17:11:40,1m - 16.277s,PASSED
robot = new java.awt.Robot(),Firefox 121.0,,,2024-01-17 17:10:26,2024-01-17 17:10:26,0.100s,PASSED
driver = getWebDriver(),Firefox 121.0,,,2024-01-17 17:10:26,2024-01-17 17:10:26,0.021s,PASSED
userDir = getProjectDir(),Firefox 121.0,,,2024-01-17 17:10:26,2024-01-17 17:10:26,0.003s,PASSED
ssDir = userDir + sprint2WebScreenshotPath,Firefox 121.0,,,2024-01-17 17:10:26,2024-01-17 17:10:26,0.002s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Transaksi""))",Firefox 121.0,,,2024-01-17 17:10:26,2024-01-17 17:10:27,0.657s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Aplikasi Baru""))",Firefox 121.0,,,2024-01-17 17:10:27,2024-01-17 17:10:27,0.699s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-memilih-button-transaksi-dan-aplikasi-baru.png"")",Firefox 121.0,,,2024-01-17 17:10:27,2024-01-17 17:10:28,1.010s,PASSED
"if (tipeKonsumen == ""Perorangan"")",Firefox 121.0,,,2024-01-17 17:10:28,2024-01-17 17:10:28,0.001s,PASSED
else,Firefox 121.0,,,2024-01-17 17:10:28,2024-01-17 17:10:29,0.746s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""))",Firefox 121.0,,,2024-01-17 17:10:29,2024-01-17 17:10:30,0.685s,PASSED
"setText(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/input-badanusaha""), badanUsaha)",Firefox 121.0,,,2024-01-17 17:10:30,2024-01-17 17:10:31,0.782s,PASSED
"takeFullPageScreenshotAsCheckpoint(ssDir + matrix + ""-input-badan-usaha.png"")",Firefox 121.0,,,2024-01-17 17:10:31,2024-01-17 17:10:31,0.584s,PASSED
"click(findTestObject(""MEApp_AppBaru_InisiasiKonsumen/span_Perseroan Terbatas ( PT. , NV. , LTD. )""))",Firefox 121.0,,,2024-01-17 17:10:31,2024-01-17 17:10:32,0.653s,PASSED
